job_title,company_name,requirement,salary,location,image_link,job_url
Ruby On Rails Developer,Công ty TNHH Chasqui Việt Nam,"['Skills & qualifications requirement\nHave 5 years or more of Ruby on rails programming experience or Experience with Laravel (PHP), Django (Python), Fuel PHP but have a eagerness to learn, don't hesitate to join the project Project has new languages/technology.\nAbility to write code and maintain code.\nProficient with tools such as Git, Github, Gitlab...\nGood understanding of front-end technologies is a plus\nDegree Bachelor of IT / Computer Science.\nNice to have:\nAbility to work independently and in groups, work at high intensity and withstand pressure well; Have logical thinking, learn new technology quickly; Proactive and creative in work.\nEager to learn, not afraid to learn more about another framework/language (if needed by the project)\nCommunicate clearly and clearly\nKnowledge of English, Spanish is a priority. Japan\nHaving leadership experience is an advantage']",The deal,"- Hanoi: AT Building No. 9, Alley 7, Le Duc Tho, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/N9aiHLgwOJGTqHVY41DQLylTNkFdEAOM_1687505401____0d275b3a86beebc383f5caa7cb9b1989.png,https://www.topcv.vn/viec-lam/ruby-on-rails-developer/1282088.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
AI Engineer - Senior,Công ty Cổ phần Thời Trang Yody,"['University graduate or higher, preferably majoring in computer science, AI, applied mathematics or related majors.\nAt least 2 years of experience in data analysis and project management BI.\nUnderstanding of AI model training tools and methods\nExperience with frameworks such as Pytorch, Tensorflow. Have basic knowledge of Machine Learning algorithms\nSkills in reading and understanding specialized documents in English\nGood programming skills in one of the following languages: Python, C/C++\nExperience with cloud service systems']",The deal,"- Ho Chi Minh: 495 Nguyen Thi Thap, Tan Phong, District 7, HCMC",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-thoi-trang-yody-6030e6f956223.jpg,https://www.topcv.vn/viec-lam/ai-engineer-senior/1282253.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Laravel Programmer,CÔNG TY CỔ PHẦN CÔNG NGHỆ OMMANISOFT,"['- Have experience working with Laravel Framework for 02 years or more\n- Have experience in html/css\n- Have experience working with RestFul Api\n- Have experience with MySQL database\n- Have experience Working with Figma\n- Have experience improving website performance.\n- Experience building SEO-standard websites\n- Have teamwork skills, ready to support team members\n- Advantages Priority is given to those who have experience with ReactJS.\n- Priority is given to those with leadership experience.']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-ommanisoft-38b95233be94a1fd73f510d540abb933-643f957928eb4.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-laravel/880855.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
OutSystems Programmer (Middle Level and Above),Công ty Cổ phần Công nghệ OCG,"['At least 3 years of experience or more in a similar position;\nHave experience working on low-code platforms (OutSystems, PowerApps, Mendix);\nMaster knowledge of basic languages: PHP, Java..\nUnderstanding web interface programming languages: JavaScript, CSS, HTML...\nUsing tools: SQL; REST; SOAP...\nAbility to work independently and well in team work.\nExperience working in IT projects with foreign customers.']",The deal,"- Hanoi: Peakview Tower, 36 Hoang Cau, Dong Da, Hanoi, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/HTUz7xYDDeGw0y8dwlhdZ606KmqaZ2Xr_1698823741____6983e3476b259fe976005cf875f7b986.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-outsystems-level-middle-tro-len/1189683.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Java Developer,CÔNG TY CỔ PHẦN VINOVA HCM,"['Qualification requirements\nAt least 3 years of experience in Java Developer\nUnderstanding one of the relational databases (PostgreSQL, MySQL, Oracle, SQL Server, DB2)\nGood communication in English\nDegree in Computer Science or related field\nExperience with design database structures\nAnalytical mindset and good problem-solving skills\nGood organizational skills\nAbility to work both independently and as part of a team']",25 - 40 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/29bhyPYtdD78UQr4qc3qsoeyWJeo7lDR_1653465614____26a96321bf3295e23b9bf549db5836d4.jpg,https://www.topcv.vn/viec-lam/java-developer/1171937.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior PHP Developer,Công ty TNHH L.C.S,"['- At least 3 years of experience working on PHP Framework (Laravel, Yii2, Symfony)\n- Mastery of OOP / MVC, Class, Interface, Abstract class\n- Experience in building Rest API with PHP\ n- Experience in integrating 3rd party systems such as payment, push notification, email, sms, sso\n- Experience in handling functions with Message queue (Rabbit MQ - KaŌa) and Background job\n - Experience in using search engines such as Elasticsearch, Solr\n- Experience in deploying Linux-based systems such as Ubuntu, Centos\n- Experience in using Postgress, Mysql\n- Experience in source management code with Git\n-Experience programming high-load systems\n- Understanding and using Azure / AWS services is an advantage\n- Ability to train and guide Freshers Backend']",The deal,"- Ho Chi Minh: Ha Phan Building - 456 Phan Xich Long, Ward 2, Phu Nhuan District, Phu Nhuan",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/senior-php-developer/1234379.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
AI Engineer,CÔNG TY TNHH PISCALE,"['Main requirements:\nGraduate in IT or IT-related fields, Computer Science.\nHave at least 2-4 years of working experience in the field of AI/ML.\nHave professional knowledge of machine learning models such as Deep Learning, Reinforcement Learning, Natural Language Processing (NLP).\nExperience working with popular AI frameworks such as TensorFlow, PyTorch, Keras, etc.\nGood programming skills in Python and understanding Knowledge of AI-related libraries such as Numpy, Pandas, Scikit-learn, etc.\nExperience with NLP and understanding of Conversational AI technologies is an advantage.\nAdditional proficiency with Golang is an advantage\nSkills Skills:\nIndependent and teamwork skills.\nProgressive spirit, open and interested in learning. Creative thinking and problem solving. Have startup spirit and product thinking.\nHighly responsible at work, conscious of product quality.\nGood situation handling skills, careful, high responsibility at work.\nNo language required Mr.\nCandidates with product development experience are an advantage.']",The deal,"- Hanoi: No. 13 Dich Vong Hau, Cau Giay",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/ai-engineer/1240071.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Full – Stack Java Developer,Công ty cổ phần Ecoit,"['- Have working experience and understanding with API (Restful, SOAP), SCM (Git, SVN), IDE (Eclipse, IntelliJ, NetBeans), Database (SQL Server, Oracle, Mongo...);\n - Have experience using Design Patterns, building Unit Tests, designing and building stateless applications, MVC application models;\n- Able to read and understand SRS or detailed design;\n- Have experience in programming one of the front end technologies: html/js, Angular, React Native, Flutter, NodeJS;\n- Familiar with frameworks related to both front-end and back-end (for example: React, Vue, Angular or Flask, Spring boot)\n– Graduated from College/University or higher majoring in IT, applied informatics, electronics and telecommunications or equivalent.\n– Communication and negotiation skills , data analysis.\n– Able to work independently and in groups.\n- Have at least 4 years of experience in a similar position or higher.']",20 - 30 million,"- Hanoi: 143 Nguyen Tuan, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-ecoit-5f83c3fe6e5ab.jpg,https://www.topcv.vn/viec-lam/full-stack-java-developer/1233991.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Angular/ AngularJs Developer,Công ty Cổ phần Solazu,['At least 3 years experience in developing web applications with Angular/AngularJS.\nFamiliarity with relevant UI libraries.\nStrong knowledge of Angular services for state management.\nExperience in writing unit tests with Jasmine/Karma.\nDemonstrated ability to integrate third -party services and APIs.\nFamiliarity with WebSocket for real-time communication.\nExpertise in responsive web design and styling.\nIn-depth understanding of Angular components.\nStrong problem-solving skills and ability to collaborate effectively.\nCan communicate effectively. in English.'],15 - 30 million,"- Ho Chi Minh: 137 Le Quang Dinh, Ward 14, Binh Thanh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/naNNeJQB9VE0qCE75i0USoHgb8DxhcKZ_1700708075____a9211c032dbd6cbf1d95bf199e04cc30.png,https://www.topcv.vn/viec-lam/angular-angularjs-developer/1242712.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior Java Developer (International Market),Viettel Digital,"['Minimum 4 years of experience in a similar position, priority given to candidates with team management experience\nGraduated from a university with good grades or higher from IT or related fields. Special priority is given to Polytechnic Universities, Posts and Telecommunications Institute of Technology, FPT University, ...\nEnglish: equivalent to 650+ TOEIC or higher\nProficient in Java Core, Java frameworks such as EE, Spring, Struts, Hibernate... and some common design patterns\nThinking about object-oriented design and mastering knowledge of data structures and algorithms, object-oriented programming...\nProficient in SQL , PLSQL, knowledge of database management systems Oracle/MySQL, noSQL, ability to optimize databases\nKnowledge of financial operations is preferred, experience in microservices, eager to learn and explore create something new']",The deal,"- Hanoi: Keangnam Landmark 72, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/viettel-digital-611bdc03b779c.jpg,https://www.topcv.vn/viec-lam/senior-java-developer-thi-truong-quoc-te/1241651.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior Java Developer,Viettel Digital,"['Minimum 4 years of experience developing products/projects built in Java language, priority given to candidates with experience in managing and leading teams\nProficient in Java Core, Java frameworks such as EE, Spring , Struts, Hibernate... and some common design patterns\nThinking about object-oriented design and mastering knowledge of data structures and algorithms, object-oriented programming...\nProficient in SQL, PL/SQL, knowledge of database management systems Oracle/MySQL, noSQL, ability to optimize databases\nKnowledge of financial operations, experience in microservices, eager to learn innovating new things']",The deal,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/viettel-digital-611bdc03b779c.jpg,https://www.topcv.vn/viec-lam/senior-java-developer/1238837.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Google Appsheet Dev Engineer (Programmer),Công ty Cổ phần MPS Việt Nam,"['Bachelor's degree in Computer Science, Information Technology or related fields.\nWork experience in application development using Appsheet, Google Sheet or similar platforms.\nProficiency in programming language such as JavaScript, SQL or Python.\nUnderstanding of database management and data visualization.\nGood problem-solving skills and attention to detail.\nAbility to work independently and good teamwork.\nEffective communication skills in both Vietnamese and English.']",The deal,"- Hanoi: No. 5, Sunrise E, The Manor Central Park Urban Area, Nguyen Xien Street, Dai Kim Ward, Hoang Mai",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mps-viet-nam-6119e5b61676f.jpg,https://www.topcv.vn/viec-lam/google-appsheet-dev-engineer-lap-trinh-vien/1282089.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Senior Java Developer Working In Singapore | T4049,Công ty TNHH CMC GLOBAL,"['Bachelor's degree in computer science or equivalent.\nExperience implementing applications languages ​​Java/J2EE, Spring Framework, Spring Boot.\nHands on experience using Java/J2EE, Spring Framework, Springboot, Apache Camel, ability to fold selves to troubleshoot codes, required to do coding.\nExperience in API development using Camel or APIgee\nExperience in Designing, Development and Implementing REST based micro/modular services using Spring framework\nKnowledge of multiple front-end languages ​​and libraries (HTML5/ CSS3, JavaScript, XML, jQuery)\nStrong experience with databases like MySQL, SQL Server, PostgreSQL),\nStrong experience with Web servers like Nginx , Apache.\nExcellent design, strong presentation, communication both oral & written and working in a medium to large teams\nMust have skills DevOps & CI/CD using Bamboo, Jenkins, SonarQube and others\nExperience in distributed application development.\nParticipate in code reviews to enhance code quality\nHands on troubleshooting skills using tools and technologies Required Technology Stack: Familiar with at least 1-2 technologies on each area\nFront-end: React JS, React Native, HTML/CSS\nBack-end: Java Spring framework\nMiddleware: NodeJS, Nginx, Tomcat\nDatabase: MS SQL Server, PostgreSQL, MySQL, Azure SQL Database, Azure Database for PostgreSQL, Azure Database for MySQL\nCI/CD: Bitbucket/Gitlab, Bamboo/Jenkins, SonarQube (code quality inspection)\nContainer: Docker, Kubernetes, EKS\nMessaging: SNS, Kafka, Active MQ\nTest Framework: JMeter, Junit, Cucumber\nCloud Infrastructure: Azure, AWS']","4,400 - 6,700 USD",#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cmc-global-1d94bf2be044cc832cd72d2f4f8fad66-5e72d0edadcfb.jpg,https://www.topcv.vn/viec-lam/senior-java-developer-working-in-singapore-t4049/1282127.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
Frontend Developer,Công Ty Cổ Phần Giải Pháp Trí Thông Minh Nhân Tạo Việt Nam,"['Graduated in Information Technology, Electronics and Telecommunications, or related majors in programming and application development from universities.\nHave at least 2 years of experience working with HTML5. CSS3 and Javascript. If you have experience working with Javascript frameworks, especially Vue, it is an advantage.\nHave experience working with RESTful API\nHave an understanding of product design and thinking, understand the business of the product\nYes Logical thinking - good algorithms, loves programming\nProgressive attitude, ability to learn, proactive, responsible at work\nGood team spirit']",15 - 22 million,"- Hanoi: 12th Floor, Tower C, Ho Guom Plaza, 102 Tran Phu, Ha Dong",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giai-phap-tri-thong-minh-nhan-tao-viet-nam-5f5f28e0bece7.jpg,https://www.topcv.vn/viec-lam/frontend-developer/1279516.html?ta_source=JobSearchList_LinkDetail&u_sr_id=c9RGqJULgOJE0HndtS9TBerCoNd0NbhLt7jqsoEH_1713598760
